Rate,Building Type,City,Cost Point Selector,Battery Capacity (kWh),Battery Power (kW),BAU Demand Cost,BAU Energy Cost,Capital Cost ($),Max Demand Rate ($/kW),Npv ($),PV Size (kW),Total Demand Savings ($),Total kWh Savings ($)
OLGS-1-TOU_Optional_Large_General_Service_1_Time_of_Use,Medium Office,LasVegas,1,0 kWh,0 kW,218420,572989,$19K,$12.47,$0M,28 kW,5289,26279
SC-9_-_General_Large_Voluntary_TOD_Service_[NYC],Large Office,New York,1,556 kWh,214 kW,5300040,5793530,"$1,567K",$41.95,$0M,"1,880 kW",1305500,1876120
Schedule_TOU-EO-10_-_Time_Of_Use_-_Energy_Only,Secondary School,Atlanta,1,0 kWh,0 kW,0,2273550,$0K,$0.00,$0M,0 kW,0,0
Schedule_GS_Type_2_(Secondary),Fast Food,Baltimore,1,0 kWh,0 kW,0,176097,$23K,$0.00,$0M,34 kW,0,40630
SC-9_-_General_Large_Low_Tension_Service_[NYC],Large Hotel,New York,1,0 kWh,0 kW,0,2932350,$270K,$21.82,$0M,398 kW,0,567180
BES-Large_Load_Delivery_Class_(Secondary),Midrise Apartment,Chicago,1,0 kWh,0 kW,40764.3,161657,$0K,$6.73,$0M,0 kW,0,0
GSEDS-1_Secondary_Non-Demand,Hospital,Helena,1,0 kWh,0 kW,0,8407390,"$1,187K",$0.00,$0M,"1,749 kW",0,2389290
General_Service_With_Demand_Meter_(Rate_Code_25),Small Office,Minneapolis,1,0 kWh,0 kW,12717.7,61686.8,$0K,$5.86,$0M,0 kW,0,0
3B_General_Power_TOU_(PNM-Owned_Transformer),Secondary School,Albuquerque,1,0 kWh,0 kW,1049350,1516130,$251K,$17.47,$0M,371 kW,136041,346460
BES-Large_Load_Delivery_Class_(Secondary),Warehouse,Chicago,1,0 kWh,0 kW,46700.7,149727,$0K,$6.73,$0M,0 kW,0,0
E-32_STANDARD_PRICE_PLAN_FOR_TIME-OF-USE_GENERAL_SERVICE,Small Office,Phoenix,1,0 kWh,0 kW,16675.8,73228.3,$7K,$6.65,$0M,11 kW,2293.9,10737.5
GSEDS-1_Primary_Non-Demand,Primary School,Helena,1,0 kWh,0 kW,0,884274,$57K,$0.00,$0M,84 kW,0,100760
GS-2_(S)_Large_General_Service_Secondary,Primary School,Fairbanks,1,0 kWh,0 kW,253207,1587120,$182K,$11.06,$0M,269 kW,25142,360990
BES-Small_Load_Delivery_Class_(Secondary),Strip Mall,Chicago,1,0 kWh,0 kW,80081.4,308644,$0K,$6.18,$0M,0 kW,0,0
Time_of_Use_General_Service_Demand_Metered_Option_R_GS-2_TOU_R_-_Single_phase,Restaurant,Anaheim,1,0 kWh,0 kW,65901.3,356907,$54K,$9.97,$0M,80 kW,8909,139356
SC-9_-_General_Large_Voluntary_TOD_Service_[NYC],Warehouse,New York,1,34 kWh,12 kW,189270,194680,$71K,$41.95,$0M,79 kW,65541,73526
